id,district,sub_url,photo,house_name,house_status,house_type,address,price,developer,sur_trafic,sur_school,sur_environment,sur_business,sur_entertain,peoperty_fee,property_company
1297,4,/first/1297/,https://img.0756fang.com/Upload/Dictionary/2019-06/dfcc403e-85cb-4a02-beb8-f2d0ebd60a7c.jpg/w600,恒大珺睿,不在售,商住,香洲区迎宾北路211,20000,珠海卓夫置业有限公司,1，6，8，K11，26，993路南村，新村，金桦花园，名街花园,文园中学。十二小学,瀚高市场，花园市场，南坑市场，珠海市图书馆，天鹅大酒店，7天酒店，锦江之星，体育中心,奥园广场，山姆会员店，华润万家,珠海市图书馆，天鹅大酒店，7天酒店，锦江之星，香山公园，大镜山，故新宫，山场北帝城隍庙，辉煌世纪KTV,6.0元/㎡,恒大金碧物业
1244,4,/first/1244/,https://img.0756fang.com/Upload/Dictionary/2018-03/09856d5e-2c3b-43fd-bc52-dfc523940f8b.jpg/w600,美林书苑,不在售,住宅,香洲区香榭路233号,37000,珠海市长远置业有限公司,17路，13路，26路，23路，16路到梅华中,机关幼儿园，凤凰小学，凤凰中学（2018年1月动工）文园中学,鸿运社区卫生服务站，妇幼保健院，人民医院，上冲医院,广富市场，山场市场，旺角百货，华润万家，富华食街,香山湖公园（施工中），香山驿站，石溪公园，珠海市体育中心,3.0/㎡,金地物业
1281,4,/first/1281/,https://img.0756fang.com/Upload/Dictionary/2019-04/36433648-0b8e-4722-b719-10626520949a.jpg/w600,岭南世家瑞府,不在售,住宅,香洲区南虹一街19号,32000,珠海市燊荣实业发展有限公司,,,,,,3.0/㎡,珠海市凯宏物业管理有限公司
1168,4,/first/1168/,https://img.0756fang.com/Upload/Dictionary/2018-08/4daee580-e9c9-4eb4-af2a-e227a074afd7.jpg/w600,曼哈顿行政公馆,不在售,商住,珠海市香洲区梅华西路,28500,珠海睿德咨询服务合伙企业,明珠轻轨站、上冲长途客运站、珠海市有轨电车1号线、广珠西线高速、广澳高速等附近公交站:恆雅明园(16、17、33、55、992、999路),珠海市十二小、珠海市十一小、珠海市立才小学、珠海市实验小学、珠海市文园中学、第九中学、珠海市第一高中等,农科奇观、梅溪牌坊、南溪公园、体育公园等,新香洲华润万家、珠海市乐世界购物中心、山姆会员购物中心等,珠海市体育中心、金色时代KTV、尚都会、U派俱乐部、凯歌KTV、大宅门食府等,3.0/㎡,曼骊酒店
57,4,/first/57/,https://img.0756fang.com/Upload/Dictionary/2016-04/b38e1ecd-1177-479e-b783-df92c446f1b8.jpg/w600,金域华府,不在售,商铺,香洲区怡华街99号(,100000,珠海市新华建设房地产有限公司,人社局服务窗口 、梅华中 、行政服务中心，富康花园，广富市场,多格宝贝早教中心(728米) 、多格早教互动公园(765米) 、珠海市第一中学(772米) 、珠海市第一中学(高中部)(东门)(789米) 、珠海市第一中学北门(789米),配套良好，环境优雅,华平利便利店(186米) 、华润万家便利超市(盈翠轩店)(212米) 、运和商店(806米) 、中宇百货(832米) 、美宜佳(怡华街)(842米) 、怡利达商行(861米),春晖花园(红山路)(390米) 、体育公园(669米) 、体育公园(南门)(710米) 、多格英语互动公园(762米) 、玩具欢乐岛(883米) 、儿童乐园(985米) 、中影中心影城(1008米),2.5/㎡,珠海华发物业管理有限公司
2169,5,/first/2169/,https://img.0756fang.com/Upload/Dictionary/2021-07/sD10645BF7018431FA138C97DDD080232.jpg/w600,香府一品,在售,住宅,香洲区翠微西路202,33000,山东颐养健康置业集团有限公司,明珠路、人民西路、翠微西路等城市主干道环绕，15分钟经广澳高速、广珠西线、金琴快线畅行大湾区各市，毗邻广珠轻轨明珠站，链接广州南站通达全国,香府一品择此一方宝地，延续学风，打造1所小学、2所幼儿园，构建全龄教育大城。翠微小学，第十中学，华昌小学，嘉园幼儿园，福来幼儿园，健华医院、上冲医院、珠海嘉济医院、兰埔门诊部、香洲区人民医院 前山电影院、前山游泳场、中山亭、新华书店等,上冲医院、香洲区人民医院、珠海市人民医院、妇幼保健院、中山大学附属第五医院等,沃尔玛、山姆会员店、诚丰广场、世邦家居世界、富华里、玖洲道、华发商都、优特汇、海韵城等，全部15分钟畅达,珠海市体育中心，梅华城市公园、板障山森林公园、圆明新园、梦幻水城、香山湖公园、上冲/翠景社区公园、海天公园等,3.0元/㎡,奥园智慧生活服务
2170,5,/first/2170/,https://img.0756fang.com/Upload/Dictionary/2014-09/d2527dbe-fadf-47e9-8181-872168d7b770.jpg/w600,凤山府,不在售,住宅,珠海市香洲区明珠北路,29000,珠海市富景居投资有限公司,可乘坐6路、16路、31路、33路、40路、43路、55路、99路、观光巴士至城轨明珠站下车即可；附近百米内有上冲长途汽车客运站和城轨明珠站。,香洲第十七小学，新世纪实验学校，希望之星实验学校，香洲第十二小学，立才学校，恒隆学校，上冲中学，九中幼儿园：翠华幼儿园、小慧星幼儿园,凤山府为珠海市政府重点工程配套项目，并与广珠城轨、珠海市长途汽车站及珠海市公共汽车总站配套，身处交通中央，三站一中心，是名副其实的交通核心地带。,小区内部三层商业/家乐福、中影电影院等,凤山府同时地处繁华商业中心，周边各种丰富商业成熟，文化气息浓厚。,2.9元/㎡,珠海市名珠物业管理有限公司
2034,5,/first/2034/,https://img.0756fang.com/Upload/Dictionary/2020-08/sD297F5D4113F435CBDA03000877BE6DA.jpg/w600,马鞍山一号公馆,不在售,住宅,香洲区翠前南路166,34000,珠海太方投资有限公司,1路、60路、56路、55路,前山小学、区实验小学、翠微小学、第二十ー小学前山中学、第十中学,前山菜市场 肯德基，M记，华润万家,得一，华润，汇益百货，二城商业广场，沃尔玛,上岛咖啡，老村咖啡，北京酒店，活力酒店,3.0元/㎡,华发物业
1241,5,/first/1241/,https://img.0756fang.com/Upload/Dictionary/2018-12/e2bdaf95-99bf-4f77-9863-219586ed3977.jpg/w600,燕都,不在售,住宅,香洲区翠微东路288,33500,世邦佰亚集团,8路，35路，55路，20路，201路,珠海第八中学   第十小学  启雅幼儿园,马鞍山公园、圆明新园、板障山公园,华润万家、沃尔玛、格力旺角百货、旺家购物广场，,体育中心  图书馆、运动场、体育馆、游泳池,2.8元/㎡,世家物业
1150,5,/first/1150/,https://img.0756fang.com/Upload/Dictionary/2017-07/94a4d773-645e-479e-adaa-c6a8bde962c2.jpg/w600,半山町,不在售,住宅,香洲区前山梅花路30,27000,珠海市铭豪居房产有限公司,14路，35路，55路、201路，609路到暨南大学站下车,前山小学、中学，暨南大学，香洲区实验学校,马鞍山公园,前山市场、沃尔玛，华润万家，世邦广场，旺角百货,森林山景、观景亭台、健身运动场、3里登山步道,2.8元/㎡,珠海市信诚物业管理有限公司
2142,5,/first/2142/,https://img.0756fang.com/Upload/Dictionary/2021-05/sE8D83B59BF25483ABC60B07125ED35E3.jpg/w600,颐景山庄,不在售,住宅,香洲区园明路268号,36800,珠海市鼎睿投资顾问有限公司,三桥汇聚点，畅连港珠澳：珠海位于深珠通道（规划中）、深中通道延长线（在建中）、港珠澳大桥（已通车），1小时直通香港，即将实现30min内直通深圳，未来一小时内融通粤港澳大湾区；咫尺前山站，近接立交桥：5min接驳前山轻轨站与前山立交，前山轻轨站上连广佛山、下通横琴、金湾机场；前山立交，左通金湾斗门、左通吉大、唐家，半小时任性直达珠海各个角落；主干枢纽，繁华轻松畅享：位于前山核心地段，前山路,香洲幼儿园、前山幼儿园、前山小学、荣华小学、前山中学、暨南大学；,西临主城重点集市——前山市场，前山市场是前山片区最大的农贸市场，集海鲜、禽蛋、鲜蔬以及日常用品等一体，满足周边50多个社区居民的日常生活所需。,近拥前山市场、前山沃尔玛、新香洲华润万家、前山天虹、富华里，玖洲道购物公园等市区繁华配套；,板障山森林公园、圆明新园、梦幻水城、前山游泳场、体育中心、前山河畔公园；【医疗护航】：香洲区人民医院；,2.9元/㎡,珠海都市物业管理有限公司
100,5,/first/100/,https://img.0756fang.com/Upload/Dictionary/2018-02/c378f3d1-bd81-4ea9-87fc-abe8d1a0af6e.jpg/w600,心悦湾,不在售,住宅,珠海市粤海西路以北，,32000,卡都海俊,前山轻轨站、1路、60路、40路、30路、55路、36路、201路、992、8路、18路、16路、991、99、42、5路,前山小学、前山中学、暨南大学、,周边高端商圈、休闲配套、教育资源环伺左右，一应俱全,二城广场、诚丰广场、华发新城商业街、中海富华里、,乐士文化公园、圆明新园、梦幻水城、前山河情侣西路、板障山公园、马鞍山公园,3.0元/㎡,诺德物业
2138,5,/first/2138/,https://img.0756fang.com/Upload/Dictionary/2021-04/s2B66249ECCCB4A11955446967DE72B60.png/w600,融德广场,不在售,写字楼,香洲区永德街8号  ,24000,珠海市旧货调剂市场有限公司,距城轨前山站仅2公里，开车需要5分钟；距城轨明珠站仅3公里，开车需要5分钟。距离路翠前路南公交车站只有100米，步行不到1分钟，该车站可坐1路、15路、42路、56路公交车。,前山小学、区实验小学、翠微小学、第二十ー小学前山中学、第十中学,融德广场周边3公里周边人口109.19万人，占比市区54%，前山商圈紧九州商贸中心与邻富华里、玖州道、中安广场等九州大道周边项目形成商业集群，形成商圈聚集效应辐射全市超200万人，吸纳澳门及通关游客绝对消费力。,得一，华润，汇益百货，二城商业广场，沃尔玛,上岛咖啡，老村咖啡，北京酒店，活力酒店,8.0元/㎡,龙湖智慧云服务
127,5,/first/127/,https://img.0756fang.com/Upload/Dictionary/2016-06/f58dae61-f4e2-407c-84ea-90b249a39b50.jpg/w600,心海州商业街,不在售,商铺,三台石路与粤海西路处,100000,卡都海俊,公交车：60，40路，8路，56路等，轻轨站，有轨电车等,前山小学、中学,学校、医院、银行、商业街、写字楼,周边有明珠商业广场，二城广场，星海商场等，周边商业繁荣，人口居住稳定，区域常住人口30万。,珠海旅游景点圆明新园，板樟山都在周边。周边银行，医院，酒店，市场，商场等配套齐全,35.0元/㎡,优托邦
17,5,/first/17/,https://img.0756fang.com/Upload/Dictionary/2016-08/e5b8b67c-df8e-4428-bb9c-d4c3bc036622.png/w600,铂瑞湾,不在售,写字楼,香洲区前河北路988,30000,荣泰丰投资有限公司,【公交】中臣花园（5路; 15路; 30路; 42路; 45路; 60路; 80路; 204路; 602a路; 602路; k11路）331米，步行约5分钟【公交】荣泰河庭南门（30路）863米，步行约11分钟【公交】?福石?（5路; 15路; 30路; 42路; 45路; 60路; 80路; 204路; 602a路; 602路）673米，步行约8分钟,荣泰小学、容闳书院、容闳国际幼稚园、容闳小学、德威高中、南屏中学、东方外语实验学校。,周边构筑物主要有荣泰河庭、映晖湾、荣泰城墅、华发新城五期。项目北面前山岱山路，南面为前河东路，东面为福石路，西面为金鸡路，项目周边路网规划完善，车行交通较为完善。项目周边的自然环境项目南临800m面宽、近2公里长的前山河，为前山河一线河景唯一复合型标杆物业。,附近有珠海最大型商业综合体-华发商都、天虹广场、华润万家（明珠商业广场店）富华里。,附近有珠海最大型商业综合体-华发商都、天虹广场、华润万家（明珠商业广场店）富华里。,4.5元/㎡,安信物业
134,5,/first/134/,https://img.0756fang.com/Upload/Dictionary/2017-10/cb240c12-eae6-4c32-9a35-e5cc6584ea37.png/w600,玲珑府,不在售,住宅,香洲区造兴路888号,25000,珠海市沃尔达发展有限公司,5 分钟到达新老香洲主城区（通过白云路连接岱山路串联明珠路接驳主城路网），10 分钟到达横琴自贸区/十字门中央商务区/珠海保税区（通过造贝互通连接金琴快速路），15 分钟到达拱北口岸接驳澳门（通过白云路连接岱山路串联明珠路接驳港昌路），20 分钟到达金湾斗门中心区（造贝互通接驳香海路），40 分钟到达接港珠澳大桥珠海接驳点直达香港（通过造贝互通直连港珠澳大桥珠海接驳点），60 分钟到达接沿海高速/,200M — 造贝幼儿园、200M — 明珠中英文学校、800M — 香洲区造贝学校、1500M — 容闳书院、2500M — 前山小学、2500M — 前山中学。,前山河旁，5分钟到达三大商圈（华发商都，诚丰广场，明珠广场），吃喝玩乐购一应俱全，成熟片区,造贝综合市场，10 分钟瞬达华发商都、诚丰广场、中海环宇城、天虹广场、富华里 5 大核心商业体。,长隆海洋王国，竹仙洞公园，北山运动场,3.0/㎡,珠海市隆兴物业管理有限公司
1299,5,/first/1299/,https://img.0756fang.com/Upload/Dictionary/2019-07/106e0777-c6b2-434f-a0f8-bb1ee4f3bf59.jpg/w600,诚丰圣诺大厦,不在售,商办,香洲区金鸡路288号,24000,珠海新伟大房地产开发有限公司,15路（南屏科技园-香洲）、204路（平沙-海虹总站）、41路（造贝西-福溪北）、42路（格力康乐园-锦绣阳光花园）、45路（上冲总站-华发水岸）、5路（海虹总站-湾仔）、602A路（香洲-富山工业园）、602路（香洲-五山沙龙）、60路（湾仔-吉大总站）、K11（长隆-香洲）、K4（御温泉-香洲）,二十三小学，十一中学，前山小学，前山中学，荣泰小学等,项目地处金鸡路与造贝路交汇处，500米与中山坦洲相连，尽享双城繁华。项目周边乐士文化区、左右创意园、金嘉创意谷等，形成珠海创意产能聚集地。前山城市更新和三旧改造核心片区，项目旁边的宏丰大厦、醋酸纤维厂、造贝村、莲塘村等均属于城市更新、三旧改造范围内，不久即将陆续动工。加上众多高尚住区的相继兴起，明珠路的升级改造，未来项目所处区域将成为珠海的高尚居住区、商业娱乐聚集地，势必成为明珠路商圈的新核芯。,诚丰广场、明珠商业广场、二城广场、华发商都、乐士文化区等,诚丰国际影城、梵花KTV、中影国际影城等,3.8/㎡,珠海诚丰物业
