property_company,developer,property_fee,house_type,surr_envi,surr_school,surr_trafic,surr_business,surr_entertain,id
,,0.0 元/平米*月,住宅,,,,,,995
自家物业,自家物业,0.8 元/平米*月,住宅,"中国银行、建设银行、交通银行、珠海商业银行,　医院：,　珠海第二人民医院",拱北小学、拱北中学,华侨宾馆（1;2;10;10a;11;32;33;35;62,万家百货、米兰百货  迎宾广场、又一家超市、屈臣氏,莲花万景城 (莲花路)、银都食街、珠海口岸购物广场,190
,,0.0 元/平米*月,住宅,,,,,,2900
华发物业管理公司,,1.0 元/平米*月,住宅,民医院、方华医院、仁和骨伤医院、传统医学研究所等；中国银行、工商银行、建设银行、交通银行、光大银行、东亚银行、渣打银行等,拱北小学 拱北中学,1路、2路、4路、8路、9路、10路、30路、31路、32路、33路、34路、608路，到万家百货站，或口岸地下广场站；,来来超市  华润万家、又一家超市,侨光，自然美，莲花路步行街,257
利腾管理有限公司,珠海利腾投资有限公司,3.0 元/平米*月,住宅,中铁诺德国际、玖洲道、国维中央广场、江山赋,拱北中学	北岭小学,k7 k5 k9 b2 b9 826-2 826-5,富华里、摩尔广场、品汇、中安世纪广场,新海利、昌安假日、来魅力,6938
,,0.0 元/平米*月,住宅,,,,,,4774
明城物业,,0.0 元/平米*月,住宅,板樟山公园 海祥园篮球场,金钟小学和拱北中学，第十六中,69.13.62.991兰埔东巴士站,得一超市，兰埔市场,板樟山公园，梦幻水城，圆明新园,2069
东喜物业,,1.2 元/平米*月,住宅,旁边情路路，酒吧街,拱北中学，拱北小学,101路36路9路99路601路10路31路,迎宾百货，口岸地下商场，莲花路步行街,情路路，步步高酒店,246
,,0.0 元/平米*月,住宅,,,,,,4176
自主物业,,0.5 元/平米*月,住宅,小区内绿化率面积大，居民素质高，物业管理规范。生活非常方便，地处生活区中心，出门到公交站步行几分钟即可。,"嘉艺艺术幼儿园,拱北小学、北岭小学，拱北中学",1路、2路、观光02线、10路、10路A、11路、32路、33路、35路、62路，到北岭；,万佳百货、迎宾广场、屈臣氏，沃尔玛百货,沃尔玛，拱北口岸，板障山,194
,,0.0 元/平米*月,住宅,,,,,,4885
,,0.0 元/平米*月,住宅,,,,,,4824
街道办,兰埔股份,1.0 元/平米*月,住宅,圆明新园，梦幻水城，板樟山森林公园，前山人民医院,金钟小学和拱北中学,1.25.30.40.60.14.202.206.605.609.K7.k6.k9等到兰埔巴士站下车,得一超市，兰埔市场,圆明新园，梦幻水城，板樟山森林公园，兰埔一条美食街,4421
,,0.6 元/平米*月,住宅,"中国银行、建设银行、交通银行、珠海商业银行,",北岭小学、拱北中学,8路、21路、31路、34路、56路、207路、601路B、601路、608路,万家百货、米兰百货  迎宾广场、又一家超市、屈臣氏,莲花万景城 (莲花路)、银都食街、珠海口岸购物广场,275
龙光物业,珠海市骏誉房地产开发有限公司,3.0 元/平米*月,住宅,市中心黄金地段！配套齐全，交通便利！周边市场，学校，医院，银行等一应俱全,十一中学，金钟小学,公交：13，21，30，62，69，991，1，14路香洲主城区、西区及十字门交汇点。前山、拱北南湾交汇处，东西向九洲-珠海大道、南北向明珠-港昌路交汇处；广珠轻轨前山站、港珠澳大桥吉大出口、九州港近在咫尺，澳门国际机场30分钟可达，连通大湾区立体交通；,项目500米7万㎡的购物中心、万丽酒店、24万平方米的城市综合体--富华里、天虹商场、诚丰广场、明珠商业广场、前山市场等。,沃尔玛，摩尔广场，富华里，玖州道，银石雅园网球场，炮山台溜冰场，麦当劳，星巴克等知名品牌。,43247
华发物业,宝润开发,1.8 元/平米*月,住宅,凌海名庭位于拱北生活旺地水湾酒巴街旁 配套非常完善 近关口 近生活旺地生活圈,拱北小学，拱北中学,4路; 9路; 13路;31路: 36路; 99路; 101路,莲花万景城、口岸地下购物广场、华润万佳等；,拱北酒吧街，莲花路步行街,267
自家物业,,0.0 元/平米*月,住宅,"中国银行、建设银行、交通银行、珠海商业银行,　医院：,　珠海第二人民医院",北岭小学、拱北中学,,万家百货、米兰百货  迎宾广场、又一家超市、屈臣氏,莲花万景城 (莲花路)、银都食街、珠海口岸购物广场,208
,,0.0 元/平米*月,住宅,,,,,,43283
兰埔村委自营,兰埔股份合作公司,2.0 元/平米*月,商铺,圆明新园，梦幻水城，兰埔美食街,拱北中学和金钟小学,62.69.991.13路到圆明新园总站，1.25.4030.60路到圆明新园站,得一超市，华润万家，中国城娱乐场所,圆明新园，梦幻水城，兰埔美食街,2902
自主物业,自主开发,0.7 元/平米*月,住宅,口岸广场，华润万家,金路中英文幼儿园中小学：北岭小学；拱北中学；,8路、13路、30路、31路、34路、207路、601路B、601路、 608路，到凉粉桥站,迎宾广场，口岸广场，华润万家,银都酒店、伙工殿、蜂蝶来饼店；,214
,,0.0 元/平米*月,住宅,,,"13,62,69.201.609.605.40.1.99.202.30.60",,,306
,,0.0 元/平米*月,住宅,医院：方华医院、市第二人民医院；邮局：桂花北邮局；银行：中国银行、建设银行、交通银行、珠海商业银行、光大银行、深发银行等；,幼儿园：边检外国语幼儿园、蓝天小奥数幼儿园；中小学：夏湾小学、侨光小学、区第十六小、拱北小学、拱北中学、夏湾中学等；大学：珠海卫生学校；,4路; 36路; 62路; 62路班车; 62路早班; 82路; 101路至新市花园,商场：又一家超市、屈臣氏、万佳百货、米兰百货、迎宾广场等；,国美电器、炮台山公园、文华电脑城、文华书店、拱北市,6772
,,0.0 元/平米*月,商铺,,,,,,2058
,,0.0 元/平米*月,住宅,邻迎宾大道、莲花商业街，近拱北口岸广场、拱北第二人民医院、方华医院、仁和骨伤医院、传统医学研究所等；中国银行、工商银行、建设银行、交通银行、光大银行、东亚银行、渣打银行等,拱北小学，拱北中学,1路、2路、4路、8路、9路、10路、30路、31路、32路、33路、34路、608路，到万家百货站，或口岸地下广场站；,米兰百货，万家超市，又一家超市,拱北小学，拱北中学,6294
,,0.0 元/平米*月,住宅,,,,,,2066
,,0.0 元/平米*月,住宅,,,,,,263
,,0.0 元/平米*月,住宅,,,,,,3460
中建物业,中建物业,3.5 元/平米*月,写字楼,"中国银行、建设银行、交通银行、珠海商业银行,　医院：,　珠海第二人民医院",拱北小学、拱北中学,凉粉桥（8;13;30;31;34;207;601;601b;608,万家百货、米兰百货  迎宾广场、又一家超市、屈臣氏,莲花万景城(莲花路)、银都食街、珠海口岸购物广场,326
,,,,,,,,,303
,,0.0 元/平米*月,商铺,,,,,,4693
,,0.0 元/平米*月,住宅,,,,,,668
,,0.0 元/平米*月,商铺,,,,,,322
自主物业,珠海市中广置业有限公司,0.4 元/平米*月,住宅,方正集团公司，太阳神电子厂,金钟小学，第十一中,银石雅园巴士站，圆明新园巴士站,明和百货,圆明新园，梦幻水城,250
,侨光纺织(珠海跨境工业区)有限公司,0.0 元/平米*月,写字楼,,,,,,43180
,,0.0 元/平米*月,住宅,,,,,,4806
,,0.0 元/平米*月,商铺,,,,,,1543
,,0.0 元/平米*月,写字楼,,,,,,209
,,0.0 元/平米*月,住宅,,,,,,4809
保利物业,保利物业,20.0 元/平米*月,写字楼,中国银行、建设银行、交通银行、珠海商业银行,,13路? 36路? 4路? 99路? 9路,万家百货、米兰百货  迎宾广场、又一家超市、屈臣氏,莲花万景城 (莲花路)、银都食街、珠海口岸购物广场,201
,,0.0 元/平米*月,写字楼,富华里商业街，佳荣超市，电影院，酒吧街,,,,,6607
,,0.0 元/平米*月,住宅,,,,,,6942
,,0.0 元/平米*月,商铺,,,,,,6146
,,0.0 元/平米*月,酒店,,,,,,43541
,,0.0 元/平米*月,住宅,,,,,,264
,,,,,,,,,4904
中珠物业,中珠物业,13.0 元/平米*月,写字楼,"中国银行、建设银行、交通银行、珠海商业银行,　医院：,　珠海第二人民医院",拱北小学、拱北中学,"拱北万家(1路,11路,32路,35路,207路,2路,30路,34路,601B路,601路,608路,82路,K5路,K8路,101路,8路,31路,33路,9路,10A路,K1路,K3路,99路)",万家百货、米兰百货  迎宾广场、又一家超市、屈臣氏,莲花万景城 (莲花路)、银都食街、珠海口岸购物广场,327
,,0.0 元/平米*月,住宅,,,,,,43413
,,0.0 元/平米*月,写字楼,,,,,,6702
,,0.0 元/平米*月,写字楼,,,,,,4540
,,0.0 元/平米*月,住宅,邻迎宾大道、莲花商业街，近拱北口岸广场、拱北第二人民医院、方华医院、仁和骨伤医院、传统医学研究所等；,拱北小学、拱北中学,1路、2路、4路、8路、9路、10路、30路、31路、32路、33路、34路、608路，到万家百货站，或口岸地下广场站；,,侨光，自然美，莲花路步行街，口岸广场,6072
,,0.0 元/平米*月,写字楼,,,,,,43161
,,0.0 元/平米*月,住宅,,,,,,287
,,0.0 元/平米*月,住宅,,,,,,43021
广东光集团物业管理有限公司（一级资质,珠海市耀君房地产开发有限公司,6.0 元/平米*月,住宅,5-10分钟步行到达珠海首个开放式商业街区富华里、拱北首个网红主题购物公园玖洲道以及购物中心摩尔广场， 超百余国际品牌入驻，5分钟?程到达华发商都、吉大等商圈，购物、休闲、娱乐、餐饮等业态一应俱全。,北岭小学、省一级初中国家级绿色学校拱北中学,1、三横两纵多维路交通网络（三横：梅华路、人??路、九洲大道；两纵：情侣路、迎宾南路），逾20条公交线路，通往珠海各个方向。2、3分钟?程到达拱北口岸，10分钟通关瞬达澳?。3、广珠轻轨一期工程珠海站至横琴口岸现已在运行当中，横琴口岸是唯一24小时通关口岸，未来更是可以40分钟到达珠海金湾机场。4、至珠海站也仅需3分钟?程，经1小时承接广州2小时承接深圳，15分钟直上广澳高速，进而畅达,1、商业配套：5-10分钟步行到达珠海首个开放式商业街区富华里、拱北首个网红主题购物公园玖洲道以及购物中心摩尔广场， 超百余国际品牌入驻，5分钟?程到达华发商都、吉大等商圈，购物、休闲、娱乐、餐饮等业态一应俱全。,项目北眺板樟山森林公园，绿化森林植被覆盖率高达80%，适合健步、锻炼及观光旅行。距国家4A级景区圆明新园只有一路之隔，是南中国唯一按1:1比例完美复刻的皇家园林。梦幻水城、珠海古玩城、珠海市文化馆等多个4A级旅游景区近在咫尺， 创造旅游机会客群，大大带动片区经济发展，升值潜力巨大。,42998
自主物业,,0.6 元/平米*月,住宅,合罗山，沃尔玛，板障山,北岭小学，拱北中学,桂花中巴士站,沃尔玛，万佳百货,口岸广场，益健保健中心,288
广州天力物业发展有限公司,恒信国际光学实业有限公司,7.0 元/平米*月,酒店,珠海中海诺富特酒店	白石路汉庭酒店	九洲大道明和商业区广场维也纳三好酒店，工商银行	兰埔白石路 2192-2194 号，农业银行	拱北迎宾南路 2062 号，前山粤海西华润银行	兰埔桂花北路 134 号建设银行	兰埔九州大道西 2108 号 1 栋1-3 号商铺,北岭小学、省一级初中国家级绿色学校拱北中学,兰埔（富华里）公交站：1、14、25、30、60、202、605、609、826-2、826-6、992、B2、B7、B8、K6、K7、K9桂花北路公交站：13、21、30 路,九洲商贸中心	富华里及兰埔片区，拱北商圈	拱北口岸，吉大商圈	九洲城，银石雅园净菜市场，	九洲大道明和商业区广场，兰埔市场	九洲大道，夏湾市场	夏湾，前山市场	前山明和超市	九洲大道明和商业区广场，得一超市	兰埔/前山，华润万家	前山嘉荣超市	富华里,板樟山森林公园，绿化森林植被覆盖率高达80%，适合健步、锻炼及观光旅行。距国家4A级景区圆明新园只有一路之隔，是南中国唯一按1:1比例完美复刻的皇家园林。梦幻水城、珠海古玩城、珠海市文化馆等多个4A级旅游景区近在咫尺， 创造旅游机会客群，大大带动片区经济发展，升值潜力巨大。,42999
,,0.6 元/平米*月,住宅,华羽酒店，昌安酒店，芙蓉王酒店,夏湾小学，夏湾中学,合罗山巴士站,万佳百货,华羽酒店，昌安酒店，芙蓉王酒店,2890
,,0.0 元/平米*月,住宅,,,,,,265
世茂商娱物业,珠海世茂新领域房地产开发有限公司,6.0 元/平米*月,住宅,从整个岛的控规来看，近 200 万平方米的全岛上，除了三地联检大楼、岛内绿地跟停车区域、公建之外，唯一能够进行开发建设并可对外出售的仅有世茂港珠澳口岸城项目。接驳港珠澳大桥，与世界最大口岸相连接，紧密连接两岸三地,,一，形成1桥2通道3口岸3港口5机场的人流变现环。其中2通道为深中通道与深珠通道，目前深中通道已经建设当中，预计2024年即可通车。深珠通道东起深圳前海，西至珠海淇澳岛，横跨伶仃洋。目前该通道正在规划当中。前海段以西丽站为主要枢纽的规划已在推进当中二，项目内部约1万平方米 7.5 米层高。地上设有公共交通枢纽中心，同步在申请增设湾区 5 大机场候机大厅，项目地下负一层与整个口岸社会车辆停车场相,"10 万方商业：为阶梯式 5 层的购物中心，将世茂集团商业战略合作的资源引进到，比如进驻到上海世茂广场的知名商家，同时更以港澳居民日常衣食住行相关的主流品牌定向招商，打造一个犹如置身港澳的 24小时不夜城.五星品牌酒店：项目将引进5家品牌酒店，目前初步确定的为凡象酒店、茂御酒店、茂御居、睿选等,也同步在跟国际奢华酒店接洽当中。  意向引进像洲际同等品牌的全球五星级酒店，以港澳人比较熟知的文华东",世界级滨海公园：项目滨海景观轴为新月形状的映月公园，映月公园作为景观主轴，依次规划有逐浪栈道、海上剧场、极光喷泉、游艇码  头、望海眺台等。,42916
